Binomial,ID,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102
POB,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161.461953,161.46786,161.578127,162.116716,162.795987,163.503757,164.149301,164.912257,165.708268,166.467753,167.097125,167.713839,168.371218,168.943406,169.573762,170.282771,171.037151,171.618528,172.103288,172.651936,173.12813,173.553169,173.943516,174.309901,174.67138,175.021234,175.364257,175.706175,176.048468,176.38061,176.690941,176.986376,177.261266,177.509878,177.733125,177.950614,178.162074,178.358861,178.548367,178.729829,178.903957,179.071498,179.233056,179.389227,179.540112,179.680504,179.818186,179.95251,180.082689,180.208416,180.329815,180.446803,180.559614,180.669301,180.776159,180.880323,180.978788,181.07337,181.167665,181.26095,181.352825,181.443143,181.531915,181.619191,181.705019,181.789497,180.87327,180.351686,180.19346,180.083259,179.866817,179.590014,179.369667,179.087748,178.788337,178.387993,178.000164,177.609611,177.286798,176.984648,176.788945,176.369229,176.038317,175.712161,175.53852,175.494448,175.397982,175.282454,175.166654,175.05896,174.953065,174.861525,174.783863,174.715619,174.649951,174.597762,174.54747,174.514366,174.488358,174.482076,174.477561,174.477395,174.469226,174.455715,174.442849,174.430782,174.420337,174.411661,174.405217,174.401304,174.399808,174.400461,174.402923,174.403052,174.406031,174.411724,174.419436,174.428547,174.438804,174.449756,174.461274,182.137868
KWH,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136275.8177,135455.5801,134614.7671,133633.4667,131760.5554,129345.5655,127683.8982,124502.2925,120889.0862,117789.6956,113466.2492,108987.7666,105689.1351,102560.769,100158.4059,98356.35001,96744.38406,95172.73708,93690.19313,93106.03172,92998.54848,93197.93391,92945.74881,92917.61456,92742.06219,92631.94289,92795.90204,93173.62624,93139.40884,93292.01708,92730.5197,92180.68761,91621.72088,90875.17551,90514.22921,89944.99858,89593.48624,88922.37879,88859.49333,88647.08793,88412.07528,87685.82832,87802.58075,87628.77798,87309.7037,86794.08139,85959.84796,85348.80744,84646.63751,83907.97328,83525.23046,83410.92836,82831.15199,82864.61783,82887.8622,82542.7984,82098.08404,82007.80956,81815.50421,80816.11778,80441.42024,80356.15262,79516.7166,79855.54198,79391.51287,78631.1244,78591.52292,78748.72196,77977.95454,77879.73904,77768.80269,77454.59345,77069.15255,76675.39756,75862.65327,75656.86881,75409.77538,75441.35508,75343.41698,75102.40111,75132.33654,75008.46012,75341.60701,75448.27664,75662.1943,75222.0784,75171.45541,75125.42408,74889.22496,75095.80875,75351.28288,75535.59671,75316.16669,75575.80202,75986.2619,76041.47271,76824.39688,77019.53412,76696.33934,76964.79232,77020.67321,77196.82244,77215.63527,76803.03752,76959.42645,77254.75972,76968.81138,76968.7633,76802.71801,76300.00632,76636.7912,76789.2549,76198.34213,76207.01623,76308.82223,76457.09705,76402.95526,76257.51217,76272.29732,76061.34585,75961.43986,76947.30732
SWH,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73696.53038,72277.51875,70933.80443,69659.01491,68399.66015,66156.45723,64664.16267,64219.61675,63564.0346,62705.01459,61949.73921,61277.22636,61782.35698,60691.25361,60091.08714,59456.74065,59003.29703,58441.83293,57781.57288,57296.66695,56710.27432,56099.43515,56042.5627,56780.92364,55795.92349,55038.21501,54468.46833,54050.27611,54335.63705,54923.2502,53887.67161,53137.18274,52764.22193,52328.48386,52107.06623,51958.0049,51862.29845,51933.80203,52141.31131,51914.63189,51401.60715,51175.64052,50608.44781,50894.98269,50582.40456,50612.91794,50639.9125,50792.59208,50583.7725,50630.99395,50537.76734,51034.42086,50531.51225,51258.39405,50416.06095,49819.23598,49330.98182,49554.12127,50242.68043,49173.69033,48761.41262,48382.8698,47961.49833,48080.76199,47736.18469,47358.38758,47377.52282,47391.79526,47359.84785,47016.95309,47407.21774,47090.4567,47316.78937,47560.68001,47860.66705,47491.57424,47803.4607,47439.83646,47879.67208,47859.95248,48624.29472,48429.95363,49394.29793,49471.46231,49089.98404,49651.90071,48754.89727,48575.84495,48451.59676,48887.00084,48771.0456,49431.34651,49182.293,49828.4314,49498.88334,49661.23957,49177.79263,48774.13494,48526.44662,48517.0788,49470.62709,48835.45955,48250.5789,47820.66339,47607.18025,47300.69525,47082.80125,46931.4083,46699.72005,46254.55428,46157.51591,45980.06223,45349.70438,45284.22594,44894.23614,44838.80726,45190.34797,45182.88491,44838.72429,44543.58724,44503.21353,44471.49302
MWH,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,951271.0075,957688.6523,962747.0995,964454.1966,964218.1025,943532.0101,935299.5761,948576.3949,954355.1295,959449.7978,962072.6452,962614.4628,964414.8049,964440.3844,966991.2608,971336.9791,975844.6613,974318.488,970647.8365,975231.6848,981784.0679,987074.7185,990929.9416,993708.6187,995628.0643,997073.9369,997980.6637,998802.4644,999366.5125,999683.2172,999473.4809,999559.3209,999497.364,999296.4787,998959.4181,998511.33,997955.6437,997319.3333,996591.4983,995797.9098,994929.3334,993957.954,993006.9874,992026.4477,991100.77,990260.4099,989614.2046,988899.3197,988097.9763,987196.503,986475.9405,985369.0371,984798.2981,983959.0251,983195.5177,982353.5832,981330.5412,980003.6207,978945.6333,978032.2019,977121.7427,976089.3098,974977.0788,973788.0001,972527.0091,971025.2911,959139.3118,957790.4648,956851.887,955013.8881,952214.3124,949716.7216,949832.9297,948248.329,947150.8348,942587.6366,938406.4725,936125.0363,937786.188,936561.1571,937377.0595,935293.5067,931476.2936,927789.9962,926766.2863,926497.3215,925796.8994,924567.8266,923028.3133,921188.8458,918904.3559,916735.3793,914647.497,912445.958,910119.7789,907625.1033,905058.5927,902593.2059,899953.1543,897412.0245,894820.9448,892144.9407,889392.9014,886500.1024,883368.2578,880594.8317,877838.6571,875153.7542,872250.3388,869504.2189,866693.9872,863884.5504,860201.239,857067.7478,854142.0593,851262.2989,848337.1372,845465.685,842279.1784,833392.4031,831858.8007,833705.6602
FWH,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,968357.0367,972883.8552,977275.7267,979143.8621,979828.7495,972263.9777,970516.0288,975728.5296,977792.3782,980202.3712,981120.7156,981087.4746,982250.7465,982582.3518,983976.1905,986213.7701,988483.5166,987013.3711,983116.7586,981092.6496,980039.0214,978415.4108,976416.7773,974205.3607,971725.2779,970635.8343,971565.4003,972970.0369,974335.5639,975498.4846,977445.9199,979161.517,980493.4387,981497.1418,982208.7502,982661.3186,982878.9231,982888.6487,982702.6658,982334.7862,981794.0967,981103.6752,980270.9989,979305.3878,978215.225,977002.0053,975681.3665,974258.8527,972741.9147,971140.3047,969457.9282,967638.1811,966007.9831,964455.5025,962983.2965,961458.9647,959898.3282,958332.099,956757.7356,955182.2257,953632.0641,952054.9372,950439.9036,948742.1402,946921.1389,944988.7646,938798.1756,937896.6239,936778.8935,935030.5852,932704.9281,930632.5204,929959.7698,928625.8999,927382.1797,924410.4745,921485.6936,919309.4757,919170.8411,917855.4233,917603.2883,916263.6838,913674.4796,911229.0526,910057.5555,909033.8113,907863.3304,906465.1861,904900.5792,903194.2151,901250.0196,899350.3331,897374.2751,895321.5859,893195.4242,891012.0563,888745.1139,886471.1751,884126.4247,881774.7171,879386.6587,876955.7279,874481.5268,871972.8587,869329.117,866774.3582,864186.9806,861557.8371,858842.1212,856155.8066,853428.2372,850662.6549,847590.0173,844687.4961,841965.3679,839235.5277,836415.2093,833531.5366,830533.0683,825379.8106,822872.5414,823219.5733
BES,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5424.504092,5501.246113,5577.027066,5672.433549,5730.245817,5728.684517,5744.059527,5802.197081,5832.975105,5856.55249,5870.495965,5879.948076,5895.857458,5900.986771,5925.371321,5953.832291,5980.066825,5985.187032,5986.127186,6003.329263,6012.151947,6021.892638,6031.492725,6040.850438,6049.820467,6058.304622,6066.303032,6073.61228,6079.373206,6083.78102,6087.796288,6091.393787,6094.429273,6096.623241,6098.830829,6101.099614,6103.745768,6106.4819,6109.288796,6111.998986,6113.683643,6114.735863,6115.672834,6117.213545,6118.74866,6120.12717,6121.636412,6123.069437,6124.481706,6125.848342,6127.167992,6128.437568,6129.659934,6130.845754,6132.001015,6133.125252,6134.276251,6135.41281,6136.481465,6137.580108,6138.712618,6139.83538,6140.93643,6142.026394,6143.110202,6144.191523,6074.323705,6049.017175,6051.48783,6048.927928,6032.207768,6017.60264,6023.524528,6005.369913,5993.665996,5973.632383,5963.417776,5949.005867,5954.615187,5942.279194,5945.881271,5905.551292,5888.843321,5870.396841,5863.466845,5871.625065,5869.910524,5865.517797,5860.074159,5854.093084,5848.060887,5844.009928,5842.230972,5839.897235,5837.075274,5834.421141,5832.241433,5829.682988,5827.10792,5825.061065,5823.32886,5822.199234,5821.02726,5819.418834,5817.49679,5815.759386,5814.56603,5814.496286,5814.550784,5814.48113,5813.564368,5812.149032,5810.517942,5808.794269,5807.060766,5805.307976,5803.566577,5801.852765,5800.115754,5795.156145,5794.926431,5577.828492
HOS,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57430.12337,58046.09815,58801.07992,59559.14736,59893.07681,59914.10194,60224.76328,60264.36192,60394.91824,60501.19311,60516.86123,60683.5474,60891.92655,61014.84425,61205.14871,61450.49853,61618.95528,61825.92706,61883.26891,61737.95076,61718.30377,61743.43338,61733.17429,61738.39126,61810.80131,61921.81501,62041.30308,62169.24085,62273.68485,62399.56074,62528.57529,62420.55529,62245.16445,62181.48457,62111.70298,62113.81371,62133.96424,62125.31268,62172.35304,62237.26165,62246.7053,62306.94826,62364.75288,62407.05568,62498.58575,62440.3321,62154.06561,62021.0527,61951.49579,61892.66572,61842.86845,61812.03334,61796.87275,61831.81491,61910.68823,61930.45601,62045.20059,62092.51894,61950.99842,61716.27203,61566.45521,61466.26367,61423.89723,61528.78204,61396.93563,61347.75628,61037.5564,61197.00341,61313.10928,61201.06976,61176.4215,61178.0859,61087.58659,60807.75319,60883.98486,60723.13944,60668.72559,60720.274,60746.57328,60789.64774,60883.71392,60940.39052,61051.5108,61159.51968,61250.99712,61209.54409,61040.50598,60896.33197,60857.68464,60893.58721,60873.42728,60965.79306,61085.40238,61116.20811,61280.33456,61398.24192,61517.14668,61626.55637,61767.07318,61628.86639,61402.53559,61340.69359,61186.1492,61148.80769,61152.99061,61148.95165,61154.5764,61173.70727,61125.31728,61103.75547,61207.92189,61187.23434,60995.54293,60777.33747,60611.00475,60502.96358,60421.80571,60300.98155,60316.67677,60293.27076,60192.79415,60869.3146
RIS,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5174.628754,5186.451964,5198.355159,5216.040704,5212.064185,5187.889411,5185.942563,5216.693905,5233.354279,5248.046614,5263.354066,5274.142733,5277.147145,5285.870525,5289.57081,5300.500162,5324.299974,5330.75855,5340.237172,5345.000247,5351.039236,5348.973773,5348.094626,5351.949777,5347.985469,5355.301112,5355.15603,5352.918037,5353.750345,5363.133795,5364.219452,5366.777567,5367.373862,5363.439944,5364.3734,5372.327647,5372.466445,5373.056461,5371.275597,5367.14983,5370.392084,5368.830385,5372.943512,5373.591326,5372.473481,5370.534507,5370.67373,5375.716767,5375.2713,5372.494827,5376.67444,5374.084918,5372.284771,5370.076914,5366.542049,5365.365223,5363.327681,5360.247564,5359.517699,5358.086318,5355.652522,5354.721418,5353.899472,5351.463268,5351.263712,5350.194598,5332.005538,5322.097101,5321.635623,5324.159656,5323.493223,5316.237282,5319.293179,5317.790187,5312.571675,5300.435966,5293.958416,5282.21796,5282.490963,5283.938159,5285.252778,5268.192107,5254.859327,5244.078504,5240.873317,5242.917152,5241.931599,5244.543019,5245.651597,5244.479052,5241.043971,5239.970002,5237.17236,5232.697991,5230.298321,5227.277442,5222.078467,5218.735173,5219.737387,5213.780345,5215.588119,5210.146902,5209.153809,5205.113479,5204.570318,5199.793631,5203.623183,5201.194216,5196.12074,5190.4607,5186.96411,5185.923176,5185.5856,5181.225277,5174.166803,5173.848922,5169.642208,5169.835773,5167.679875,5163.216668,5156.361229,4022.016908
SBA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24400.28638,24719.9523,25010.44439,25322.72621,25564.1852,25720.51735,25904.33054,26152.79862,26341.98458,26517.55207,26653.57137,26738.04881,26841.1384,26886.17392,26980.85415,27106.38976,27226.62469,27261.09133,27256.64066,27293.40147,27337.57181,27373.53711,27405.74839,27438.25918,27464.85023,27485.20724,27503.58336,27524.57839,27546.74887,27566.57178,27582.3289,27587.16231,27593.56903,27594.03102,27593.96799,27595.83117,27601.61342,27606.27113,27607.54284,27606.29757,27604.79033,27602.63718,27600.37138,27597.50063,27594.79213,27591.25545,27587.46229,27583.65294,27579.5496,27575.34146,27570.50492,27565.72911,27561.11213,27555.89789,27550.75029,27545.79995,27540.47609,27535.07175,27529.21433,27523.91139,27518.46347,27512.78603,27507.45421,27501.64112,27495.6346,27489.92008,27249.19404,27143.10307,27073.13178,27011.74216,26921.32546,26833.86829,26812.19369,26721.80872,26641.60103,26526.96024,26414.77073,26315.16871,26290.33592,26212.70547,26173.9324,26064.49754,25954.05824,25861.97753,25824.77948,25842.72221,25838.26366,25826.26064,25808.35622,25789.29493,25766.96813,25746.23288,25729.39408,25708.00577,25685.31788,25662.09352,25636.8648,25616.12235,25602.63636,25590.98899,25577.53417,25561.91093,25539.22952,25506.67419,25472.72492,25438.09083,25403.15565,25368.20808,25333.14261,25297.63114,25262.17166,25226.87388,25190.95502,25155.184,25118.13355,25081.93751,25045.39958,25009.6378,24972.30386,24934.15792,24895.17308,25484.48745
SBB,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5003.434407,5002.904533,5002.21676,5011.608662,5020.029058,5025.22824,5030.368471,5033.088536,5038.936644,5043.651795,5048.211928,5054.349047,5057.256614,5056.792361,5061.275911,5073.14089,5078.244719,5080.702432,5080.8746,5085.830292,5088.780635,5090.638885,5091.541486,5090.733438,5089.074063,5086.499364,5084.217204,5081.377162,5078.780095,5075.278954,5070.932425,5066.530476,5061.783921,5056.705463,5051.05986,5045.364427,5039.616371,5033.966015,5026.807956,5019.572318,5011.982583,5005.043802,4998.597862,4991.381377,4984.166371,4977.066259,4970.252716,4962.707602,4955.544047,4948.00152,4941.104195,4933.578596,4926.319351,4918.651536,4911.102535,4903.54987,4895.894213,4889.277813,4881.640836,4873.985379,4866.582815,4858.77434,4851.450436,4844.096113,4836.61801,4829.441848,4760.543682,4792.847119,4814.697282,4839.140303,4858.244613,4870.285238,4889.868082,4903.493609,4920.108563,4935.035432,4938.834663,4936.849012,4943.59977,4947.328366,4952.893061,4964.11891,4978.176421,4985.344126,4994.729605,5004.771128,5008.808712,5008.179099,5003.890772,4997.310023,4989.502021,4980.188899,4971.244628,4960.941355,4951.285036,4941.318884,4931.38611,4920.718275,4909.80309,4898.445426,4884.670056,4870.313715,4855.969651,4840.813823,4825.510674,4810.093741,4794.443725,4778.745998,4763.088119,4747.591005,4731.828372,4716.22203,4700.396369,4684.606629,4669.213793,4653.58687,4638.119998,4622.463473,4606.876141,4591.512075,4575.541897,4623.656593
SHO,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,553167.332,566605.8754,576669.6864,587376.6669,594700.553,600405.5985,607207.5369,613847.3244,616734.621,619718.5868,622511.729,623139.5268,623065.911,625514.3213,625185.526,626155.5212,626443.7547,627863.9755,627999.7198,627613.5736,627362.2625,628130.0075,629068.9804,631428.6551,631536.5601,632608.3895,632616.9067,632773.1993,631463.299,631673.6252,631166.283,628893.9157,627240.8414,626333.5049,624716.8211,624559.9383,623228.4121,622486.5067,621409.7024,621993.2893,620568.297,620945.4198,617042.3911,616408.4931,615356.7132,614841.0975,615500.7612,615451.9711,614751.3186,615277.2819,614506.1845,613889.3541,612152.5518,611241.3403,610824.7689,611492.2821,611062.1755,612750.4253,609950.6908,609578.8942,611895.4935,612307.7307,610440.0456,609227.7367,609279.2185,609773.3246,603555.3474,604854.8653,607224.5089,608949.2293,611196.8867,616166.0026,617485.323,619355.9506,621160.4424,622792.1685,622903.4993,623204.6887,624401.8438,624853.9859,626657.4398,629142.9276,627739.5504,628329.8396,627945.812,629384.6893,629501.6538,631407.9515,632399.8521,635370.4892,636762.7795,637514.0146,635715.3136,635950.2517,635150.2316,635094.8498,633408.0051,633836.6141,633590.9657,633916.8534,633251.0331,633096.1225,631957.0557,632152.0773,631148.1193,631211.5332,631398.4947,631533.1067,630720.7584,628444.768,627503.2178,629725.3905,627971.8908,629287.1623,625595.2816,625350.0928,625488.5348,627174.1201,625476.7054,624094.8444,624055.3748,616034.4314
DEO,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1518031.604,1529841.208,1549963.126,1591992.552,1589501.421,1551293.497,1537375.685,1526441.329,1508866.849,1500264.057,1518391.918,1523462.903,1510618.635,1514517.495,1517176.278,1515906.462,1511981.013,1503220.082,1510646.208,1526366.037,1522573.768,1510401.352,1506280.496,1498597.532,1498910.939,1500864.971,1512415.96,1518767.984,1499986.301,1475163.902,1469317.651,1471698.106,1470903.916,1484489.444,1504918.364,1503396.157,1492540.093,1479970.43,1468545.961,1461807.807,1464134.911,1476281.385,1462592.387,1441787.681,1432353.371,1427781.914,1420064.889,1413894.025,1422943.007,1424014.903,1414038.381,1396877.188,1391755.699,1374588.833,1380828.504,1396645.046,1413674.305,1401964.493,1383861.844,1385200.561,1384296.837,1401642.103,1408378.041,1395321.835,1383339.323,1374815.959,1361260.781,1375502.695,1404416.069,1404330.371,1390992.64,1384560.242,1379153.029,1390384.578,1416160.309,1427310.382,1421043.948,1419787.321,1413691.376,1419825.695,1429407.694,1452834.034,1445653.051,1438396.26,1442144.471,1435707.553,1427543.74,1421833.398,1435716.179,1431046.31,1429328.788,1422211.86,1422868.596,1407189.061,1413109.753,1412645.507,1407021.147,1400764.006,1399154.437,1387748.007,1377644.906,1392717.632,1398439.314,1401083.136,1391812.461,1375658.192,1373799.852,1376499.276,1364472.944,1360840.943,1338941.59,1341350.282,1338753.616,1341397.882,1341907.184,1319611.662,1297744.344,1305605.977,1294992.741,1293809.932,1277109.003,1391029.914
